"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
1239,"SPORT WALES NATIONAL CENTRE","Sophia Close","CF11 9SW","Cardiff","","Wales","+44 2920 334 938","enquiries@badminton.wales"
1240,"John Tyers Hall","Access Park Kenilworth","7700","Cape Town","Western Cape","South Africa","27833070595","office@badmintonsa.co.za"
1241,"575 Merrick Ave.","","11590","Westbury","NY","U.S.A.","646-271-3228","info@nycbadminton.com"
1242,"Nets and Turf","2711 Pine grove road","","Cumming","GA","U.S.A.","",""
1243,"Spirit by Maneepong Badminton Club","Amphora Thanyaburi","","Pathumthani","","Thailand","6622553391","info@badmintonthai.or.th"
1244,"Markham Pan Am Centre","","","Markham, Toronto","Ontario","Canada","","Jordan.Naturkach@strathcona.ca"
1245,"Nimibutr Arena","154 ถนน พระรามที่ ๑1 Wang Mai,","10330","Bangkok","","Thailand","",""
1246,"Cottonera Sports Complex","Cottonera Avenue","BML 9020","Cospicua","","Malta","35699821849","tournaments@badmintonmalta.org"
1247,"Austin Badminton","1974 Steam Way","78665","Round Rock","TX","U.S.A.","737-278-2788",""
1248,"A. Le Coq Sport hall","Ihaste tee 7","","Tartu","","Estonia","",""
1249,"A. Le Coq Sports Hall","Ihaste tee 7","","Tartu","","Estonia","",""
1250,"Wilson H.S.","","","Hacienda Heights","CA","U.S.A.","",""
1251,"In de Biessen","Gravin von Schönbornlaan 4","6433AZ","Hoensbroek","","Netherlands","",""
1252,"Frisco Badminton Academy","6226 All Stars Ave","75033","Frisco","TX","U.S.A.","",""
1253,"LIBC","575 Merrick Ave","11590","Westbury","NY","U.S.A.","516-388-7821",""
1254,"Iran Badminton Federation Sports Hall","Iran Badminton Federation Sports Hall No.12, Hejab St, Keshavarz Blvd","","Tehran","","Iran","982188984439","bad.iranfed@yahoo.com"
1255,"Polideportivo Arroyo de la Miel","Calle Orujo 2","29631","Benalmádena","Málaga","Spain","",""
1256,"Happy Birdie Badminton","43921 Boscell Rd","94538","Fremont","CA","U.S.A.","",""
1257,"Badminton Center Pécs","Basamalom u. 33.","7630","Pécs","","Hungary","36303295154","iroda@badminton.hu"
1258,"Arizona Badminton Center","2150 West Broadway Road #107","85202","Mesa","AZ","U.S.A.","602-570-4162","GCoachGC5@cox.net"
1259,"Badminton Center Court Lakewood","3699 Industry Ave.","","Lakewood","California","","",""
1260,"11150 SW Allen Blvd","Suite 200","97005","Beaverton","OR","U.S.A.","5034307861","info@orbadminton.com"
1261,"Midwest Badminton Club Woodridge","8202 Lemont Rd.","60517","Woodridge","IL","U.S.A.","",""
1262,"Synergy","","","Fremont","California","U.S.A.","",""
1263,"SPH Gym 2101","4200 Valley Drive","20742","College Park","MD","U.S.A.","","info@umdclubbadminton.com"
1264,"Herbert Wellness Center","1241 Dickinson Drive 2nd Floor","33146","Coral Gables","FL","U.S.A.","305-284-8500",""
1265,"Ruichang Sports Park Gym","","","Ruichang","","China","",""
1266,"Coliseo de la Ciudad Deportiva","Via Blanca y Boyeros Municipio Cerro","","La Habana","La Habana","Cuba","53 59967506","alberto.ramirez@inder.gob.cu"
1267,"Newark Memorial High School","39375 Cedar Blvd","94560","Newark","CA","U.S.A.","",""
1268,"Arena Jaskółka","Traugutta 3B","33-101","Tarnów","małopolskie","Poland","+48 22 595 24 45","sekretariat@pzbad.pl"
1269,"UGA Ramsey Student Center","330 River Rd","30602","Athens","GA","U.S.A.","",""
1270,"UC Davis Pavilion (U-Center)","750 Orchard Rd","","95616","California","U.S.A.","",""
1271,"Catholic Central West Campus","251 Britannia Blvd","","Lethbridge","AB","Canada","",""
1272,"Chinook High School","259 Britannia Blvd","","Lethbridge","AB","Canada","",""
1273,"Senator Joyce Fairbairn Middle School","301 Rocky Mountain Blvd W","","Lethbridge","AB","Canada","",""
1274,"MBC @ NAPERVILLE","2019 Corporate Ln STE 103","60563","NAPERVILLE","IL","U.S.A.","",""
1275,"Activities and Recreation Center","201 E Peabody Dr","61820","Champaign","Illinois","U.S.A.","",""
1276,"VELO-hall","Noordweg 26","2291 EE","Wateringen","","Netherlands","+31(0)6-54652696","secretary@dutch-international.nl"
1277,"George W. Woodruff Physical Education Center","26 Eagle Row","30322","Atlanta","Georgia","U.S.A.","",""
1278,"Cerritos High School","","","Cerritos","CA","","",""
1279,"SPX 107A&B","Spartan Complex Building, San Jose State University","95112","San Jose","CA","U.S.A.","","badminton@sjsustudents.com"
1280,"Midwest Badminton Club: Buffalo Grove","1362 Barclay Blvd","60089","Buffalo Grove","IL","U.S.A.","847-777-1050","events@mbadminton.com"
1281,"Rowland HIgh School","","","Rowland","","","",""
1282,"Sheikh Rashid Bin Hamdan Indoor Hall, Al Nasr Club","Sheikh Rashid Bin Hamdan Indoor Hall, Al Nasr Club Al Nasr Club, Oud Metha,","","Dubai","","United Arab Emirates","",""
1283,"G.C. Foster College of Physical Education and Sport","Angels Spanish town P.O. St. Catherine Jamaica, West Indies","","Kingston","","Jamaica","",""
1284,"Palaresia","Via Resia 39","39100","Bolzano","","Italy","",""
1285,"Atlanta Badminton Club 2","300 Brogdon Rd,, STE 110","30024","Suwanee","GA","U.S.A.","2697797711","abbagari.siddhartha@gmail.com"
1286,"INTERNATIONAL BADMINTON CENTER EDISON","3775 PARK AVE","8820","EDISON","NJ","U.S.A.","",""
1287,"CBA @ Lake Zurich","570a Telser Rd","60047","Lake Zurich","IL","U.S.A.","",""
1288,"Cypress High School","","","Cypress","California","","",""
1289,"Badmintonhalle Vorarlberg","Messestrasse, Messehalle 5","6850","Dornbirn","","Austria","","office@au17open.at"
1290,"UCSB Robertson Gymnasium","University Road","93117","Isla Vista","CA","U.S.A.","",""
1291,"Morodok Techo National Stadium Badminton Hall","Morodok Techo National Stadium Badminton Hall St Ly Yongphat St","12111","Phnom Penh","","Cambodia","",""
1292,"San Gabrile Valley Badminton Club","9255 Telstar Ave Unit 1","91731","El Monte","California","","",""
1293,"MBC Woodridge","8202 Lemont Rd","60517","Woodridge","IL","U.S.A.","",""
1294,"Nets & Turf","2711 Pine grove road","30041","Cumming","Georgia","U.S.A.","",""
1295,"Arcadia High School","180 Campus Dr.","91006","Arcadia","CA","","",""
1296,"Hickey Gymnasium","350 Howard Way","95616","Davis","","U.S.A.","",""
1297,"Synergy Menlo Park","","","Menlo Park","CA","U.S.A.","",""
1298,"Cosports Badminton & Table Tennis Club","921 Seaborne Ave","V3B 8B2","Port Coquitlam","BC","Canada","(778) 858-0766",""
1299,"Shannon Pohl Badminton Academy/Adversity Volleyball Center","710-720 Corporate Woods Parkway","60061","Vernon Hills","IL","U.S.A.","",""
1300,"Centro Entrenamiento Olimpico","Ramon Cruz 1176","","Santiago","","Chile","","oficina@fedebadchile.cl"
1301,"Gilbert C. Ada Gymnasium","Oleai Sports Complex","","Saipan","","Northern Mariana Islands","",""
1302,"Virgilio TRavieso Soto","Centro Olímpico Juan Pablo Duarte","10122","Santo Domingo","Distrito Nacional","Dominican Republic","8095440965","SantoDomingoOpen@gmail.com"
1303,"Kalnapilis Arena","Parko str. 12","37310","Panevėžys","","Lithuania","37067270222","rslint2023@badminton.lt"
1304,"Pabellón Municipal ""Polideportivo Centro""","C/ Alcalde Oncina Giner 7,","3560","El Campello","Alicante","Spain","",""
1305,"Sport Hall ""Svilengrad""","Nencho Hristov str.","6500","Svilengrad","Svilengrad","Bulgaria","",""
1306,"Teodoro Palacios Flores","12 avenida y 25 calle zona 5","502","Guatemala","Guatemala","Guatemala","50238750421","tecnicabadguate@gmail.com"
1307,"Polideportivo Villa Deportiva, Club Regatas Lima","Km. 20.4 Panamericana Sur Villa El Salvador Lima, Perú","","Lima","","Peru","997310369","unidadtecnica@badmintonperu.com"
1308,"Salle metropolitaine de la Trocardière","91 Rue de la Trocardière","44400","REZE","","France","33652306686","contact@nantes-international.fr"
1309,"MBC NP","2019 Corporate Ln STE 103","60563","Naperville","IL","U.S.A.","",""
1310,"Mongolian Football Federation Futsal Arena","Mongolian Football Federation Futsal Arena Mongolian Football Federation, 15th khoroo, Khan-Uul district,","210746","Ulaanbaatar","","Mongolia","+976 9111 7363","mba@badminton.mn"
1311,"Tian-Mu Arena, University of Taipei","","","Taipei","","Chinese Taipei","",""
1312,"Grandview Heights Secondary School","16987 25 ave","V3Z 0Z9","Surrey","BC","Canada","",""
1313,"The Podium","511 West Dean Ave","99201","Spokane","WA","U.S.A.","",""
1314,"Arena Jaskółka Tarnów TOSiR","Traugutta 3B","33-101","Tarnów","","Poland","4531718283","events@badmintoneurope.com"
1315,"Sport Hall “Vasil Levski”","General Gurko str.5","","Pazardzhik","","Bulgaria","",""
1316,"South Fayette High School (Main Gymnasium)","3640 Old Oakdale Road","15057","McDonald","PA","U.S.A.","",""
1317,"Prienai Arena","Pramonės str. 20","59145","Prienai","","Lithuania","",""
1318,"Mid-America Center","","51501","Council Bluffs","IA","U.S.A.","",""
1319,"Poideportivo 1 CAR La Videna","Avenida del Aire Cuadra 9 - S/N - San Luis","","Lima","Lima","Peru","",""
1320,"Polideportivo 1","Avenida del Aire Cuadra 9 S/N San Luis","","Lima","Lima","Peru","",""
1321,"Jinnam Stadium","","","Yeosu","","Korea","",""
1322,"PB Jaya Raya Bintaro Jaya","Jl. PB Jaya Raya Bintaro Jaya","15312","Tangerang Selatan","Banten","Indonesia","+6221 323656","pb.jayaraya@gmail.com"
1323,"National Badminton Center","Corner Boundary Rd Rose Hill Mauritius","","Rose Hill","","Mauritius","+230 4545158","badminton@intnet.mu"
1324,"The Farm (TBC)","2660 Vickers Drive","80918","Colorado Springs","CO","U.S.A.","",""
1325,"Champ Fleuri Gymnasium","8 rue Christol de Sigoyer","97400","Saint Denis","","Réunion","262692713818","presidentlnbr@gmail.com"
1326,"University of Birmingham","Sport & Fitness Centre Bristol Road","B15 2TT","Birmingham","","England","447769143995","markdownie@badmintonengland.co.uk"
1327,"UNCG Middle College","1510 Walker Avenue","27403","Greensboro","NC","U.S.A.","",""
1328,"EGRET NAPERVILLE","1811 HIGHGROVE LANE","60540","NAPERVILLE","IL","U.S.A.","630-5368032",""
1329,"Nets and turf","2711 Pine grove rd","30041","cumming","GA","U.S.A.","","netsandturftournaments@gmail.com"
1330,"Gymnase Hand-bad CREPS","653 avenue de la libération","33400","Talence","","France","",""
1331,"Arms Police Force Hall","Arms Police Force Hall Halchok","","Kathmandu","","Nepal","",""
1332,"Kotak Pullela Gopichand Badminton Academy","Kotak Pullela Gopichand Badminton Academy Survey No 91, Beside Infosys, Gachibowli,","500032","Hyderabad","","India","",""
1333,"Racquet Center","","","Tacarigua","","Trinidad and Tobago","","chan@oilandgas.com"
1334,"Miami Lakes Athletic Club","15150 Bull Run Road","33014","Miami Lakes","FL","U.S.A.","(305) 820-8025",""
1335,"Forker Building","534 Wallace Rd","50011","Ames","Iowa","U.S.A.","5153373259","yihong19@iastate.edu"
1336,"CODE 2","Magisterio 1549-A","","Guadalajara","Jalisco","Mexico","",""
1337,"GOR PBSI Pancing Medan","GOR PBSI Pancing Medan","20371","Medan","","Indonesia","",""
1338,"Teslim Balogun Stadium, Surulere","Sir Molade Okoya Thomas Indoor Hall Teslim Balogun Stadium (4 courts)","","Surulere","Lagos","Nigeria","+234 8033283558, +234 8036565493","info@badmintonnigeria.org"
1339,"Rimi Olympic Centre","Grostonas street 6B","LV-1013","Riga","","Latvia","37129716026","info@badminton.lv"
1340,"Bellevue Badminton Club - Mukilteo","3616 South Road","98275","Mulkiteo","WA","U.S.A.","",""
1341,"Virginia Beach Sports Center","1045 19th Street","23451","Virginia Beach","Virginia","U.S.A.","757-937-4571",""
1342,"Club 28 badminton Philadelphia","3569 Edgemont St.","","Philaedelphia","PA","U.S.A.","",""
1343,"Skylar Sun Sports Complex","4102 Veteran Dr Building A","77584","Pearland","TX","U.S.A.","","info@skylarsunsports.com"
1344,"DEWAN WAWASAN 2020","DEWAN WAWASAN 2020 Persiaran Wawasan Kangar","1000","Perlis","","Malaysia","",""
1345,"Hall des Arts of Cotonou","Cotonou","BP 384 Ouidah – Béni","Ouidah","Atlantique","Benin","+229 21 34 16 74","irsp@irsp-ouidah.org"
1346,"Hala GOSiR Gniezno","Sportowa 3/5","62-200","Gniezno","Wielkopolskie","Poland","+48 22 595 2445","sekretariat@pzbad.pl"
1347,"Sportni center Otocec","Grajska cesta 2","8222","Otočec","","Slovenia","+ 386 51 257 537","ivancic.matic@gmail.com"
1348,"Capital Badminton Academy - Columbia","9188 Red Branch Road","21045","Columbia","Maryland","U.S.A.","",""
1349,"Primary school Mirna","Cesta na Fužine 1","8233","Mirna","","Slovenia","38631325194","gasper.krivec@outlook.com"
1350,"MALV","1988 Schadt Avenue","18052","Whitehall","PA","U.S.A.","",""
1351,"India Club Bahrain","India Club Bahrain Road No. 825, Zubara Avenue,","","Manama","","Bahrain","",""
1352,"Chaengwattana Hall, Central Plaza Chaengwattana,","99/2 Moo 2, Chaeng Wattana-Parkkred 19 Alley, Pak Kret District,","","Nonthaburi","","Thailand","6622553391","info@badmintonthai.or.th"
1353,"Polideportivo 2 Centro de Alto Rendimiento Villa Deportiva Nacional (VIDENA)","Av. Del Aire Cdra. 9 San Luis Lima, Perú","","Lima","","Peru","997310369","unidadtecnica@badmintonperu.com"
1354,"SD Sutinska vrela","Podsusedski trg 14B","10000","Zagreb","","Croatia","38598479401","silvio@badminton-zagreb.hr"
1355,"Belk Gymnasium","8911 University Rd","28223","Charlotte","NC","U.S.A.","",""
1356,"Arena Badminton & Sport Club","2780 S Reservoir Street","91766","Pomona","California","U.S.A.","",""
1357,"MTN Arena, Lugogo Indoor Stadium","Lugogo Sports Complex, along Jinja Road","256","Kampala","","Uganda","256414254477","info@badmintonuganda.org"
1358,"TMU Kerr Hall Gym","379 Victoria Street","M5B 2K3","Toronto","Ontario","Canada","","info@acesports.ca"
1359,"Binjiang Gymnasium","Binjiang Gymnasium No 996, Jianghong Road, Binjing District, Hangzhou, Zhejiang Province,","","Hangzhou","","China","",""
1360,"Gimnasio Cubierto Mauricio Johnson","Av. Las Delicias, Aragua.","","Maracay","","Venezuela","5804126158340","jordan15032011@gmail.com"
1361,"ICC Gymnasium","10501 Success Lane","","Washington Township","45458","U.S.A.","",""
1362,"E.P. ""Tom"" Sawyer State Park","3000 Freys Hill Rd","40241","Louisville","Kentucky","U.S.A.","",""
1363,"Vantaa Energia Arena","Rajatorpantie 23","1600","Vantaa","","Finland","",""
1364,"Maaspoort Den Bosch","Marathonloop 1","5235 AA","'s-Hertogenbosch","","Netherlands","+31 (0)6 23187167","yonexdutchopen@badminton.nl"
1365,"Cairo Stadium","Cairo Stadium Indoor Halls Complex Nasr City","","Cairo","","Egypt","22625817","ebf1991@yahoo.com"
1366,"Club Ankad","Club Ankad","","Ankawa Erbil","","Iraq","","Van_shawqi@yahoo.com"
1367,"Club 28 Coatesville","255 Mt Airy Road","19320","Coatesville","PA","U.S.A.","",""
1368,"MBC Naperville","2019 Corporate Ln STE 103","60563","Naperville","IL","U.S.A.","",""
1369,"Chengdu Wenjiang Gymnasium","Chengdu Wenjiang Gymnasium No 232, Liucheng Avenue, Wenjiang District, Sichuan Province,","","Chengdu","","China","",""
1370,"Salle OMS Mokhtar Laribi","El Biar, Alger","1600","El biar","Alger","Algeria","21323258273","badalgerie@gmail.com"
1371,"Langeskov hallerne","Børmosevej 3","5550","Langeskov","","Denmark","+45 70 60 50 76","event@badminton.dk"
1372,"Sport hall Kralovka","Nad Kralovskou oborou 1080/51 7-Bubenec","17000","Prague","","Czech Republic","+420 775 112 540","jirasek72@seznam.cz"
1373,"NorCal Badminton Center","2421 Mercantile Drive Suite D","95742","Rancho Cordova","California","U.S.A.","",""
1374,"Glaz Arena","","","Rennes","","France","",""
1375,"TMU - Kerr Hall","","","Toronto","Ontario","Canada","",""
1376,"Ascend Badminton Centre","1305 Commissioners Road E Suite 102","N6M0B8","London","Ontario","Canada","519-838-6655","admin@ascendbadminton.com"
1377,"Brooklyn Badminton Center","14 woodward ave","11385","ridgewood","NY","U.S.A.","6462713228","2023BKBC@GMAIL.COM"
1378,"MBC - Naperville","2019 Corporate Lane #103","60563","Naperville","IL","U.S.A.","630-364-2345","events@mbadminton.com"
1379,"Moradak Techco Stadium","Moradak Techco Stadium","","Phnom Penh","","Cambodia","",""
1380,"Delfi Sporto Centras","Ozo str. 14C","LT-08200","Vilnius","VILNIUS","Lithuania","+370 698 34426","cbc.vilnius@gmail.com"
1381,"Banthongyord Badminton School","Banthongyord Badminton School 136/7, PHUTTHAMONTON SAI 3 Rd BANGPHAI , BANGKHAE","10160","Bangkok","","Thailand","6622553391","info@badmintonthai.or.th"
1382,"Zespół Szkół Rolniczych","Ks. St. Suchowolca 26","15-567","Bialystok","Podlaskie","Poland","+48 602 480 879","lenkiewicz@polishopen.bialystok.pl"
1383,"Nexus Badminton","13960 N Stemmons Fwy","75234","Farmers Branch","Texas","U.S.A.","2147010535","admin@nexusbadminton.com"
1384,"Ramsey Student Center; Gym East","330 River Rd.","30602","Athens","GA","U.S.A.","",""
1385,"OYDC Zambia - Sports Development Centre","Great North Road","","Lusaka","","Zambia","260977702664","jumamuwowo@yahoo.com"
1386,"Malkin Athletic Center, 4th floor","39 Holyoke St","","Cambridge","MA","U.S.A.","",""
1387,"Nets & Turf Arena","2711 Pine grove rd","","Cumming","GA","U.S.A.","",""
1388,"SPARC Arena","42775 9 mile rd","48375","Novi","Michigan","U.S.A.","",""
1389,"chicago badminton academy","570A Telser Rd","60047","Lake Zurich","Illinois","U.S.A.","2244247373","cbacademy1118@gmail.com"
1390,"Club 28 Philadelphia","3569 Edgemont st","19134","Philadelphia","PA","U.S.A.","",""
1391,"1400 E 6th St","","85721","Tucson","Arizona","U.S.A.","(520) 621-8702",""
1392,"Shenzhen Bay Gymnasium","3001 Bin Hai Road","518054","Shenzhen","Guangdong","China","",""
1393,"t","","","Tijuana","","Mexico","",""
1394,"Alnur International School","","","Gaborone","","Botswana","",""
1395,"M-SPORT","Na Ostrove 363 Trencin-Zamarovce","91105","Trencin","Slovakia","Slovakia","421903645790","michal.matejka9@gmail.com"
1396,"Coliseo de Bádminton ""El Polvorín""","Complejo Deportivo ""El Polvorín"", Col. Nicaragua, Calle Los Viveros, Barrio San Jacinto, San Salvado","1101","San Salvador","San Salvador","El Salvador","+503 77466975","fesalbad2001@gmail.com"
1397,"43921 Boscell Rd.","","94538","Fremont","CA","U.S.A.","",""
1398,"GYMNASIUM 4 THAMMASAT UNIVERSITY","Khlong Luang","12120","Pathum Thani","","Thailand","6622553391","info@badmintonthai.or.th"
1399,"Almatau resort","Almatau resort Republic of Kazakhstan, Turkestan region, Tolebi district,","","Shymkent","","Kazakhstan","",""
1400,"A le Coq Sports hall","Ihaste tee 7","51011","Tartu","","Estonia","+372 5697 7153","Tournament@tartutriiton.ee"
1401,"St. Leo University Wellness Center","33701 State Road 52","33574","St. Leo","Florida","U.S.A.","(352) 588-8035",""
1402,"Palais Régional Omnisport Georges Theolade","rond point du PROGT RN2 Matoury","97351","Matoury","","France","0594 29 80 60",""
1403,"ClearOne Badminton Centre (No 3 Rd)","4351 No 3 Road Unit #100","V6X 2C3","Richmond","BC","Canada","(604) 278 0221","tournament@clearonebadminton.com"
1404,"MBC","2019 Corporate Ln STE 103","60563","Naperville","IL","U.S.A.","",""
1405,"Pioneer Badminton Club","586 Territorial Dr # D","60440","Bolingbrook","Illinois","U.S.A.","(630)-410-2349",""
1406,"Westminster High School","14325 Goldenwest St","92683","Westminster","CA","U.S.A.","",""
1407,"Yazd Sports Hall","Yazd Sports Hall","","Yazd","","Iran","",""
1408,"Synergy Fremont (Sun) & Menlo Park (Sat)","","","Menlo Park & Fremont","CA","U.S.A.","",""
1409,"District Sport Complex","Colombo 210 Colombo, Galle Main Road","","Galle","","Sri Lanka","94777442111","rohandesilva@mclarens.lk"
1410,"Badminton Geelong","Leisuretime Sports Precinct 262 Anakie Rd Norlane,","3214","Geelong","Victoria","Australia","",""
1411,"Indoor Stadium","Indoor Stadium District Sports Complex, Dadalla,","","Galle","","Sri Lanka","94777442111","rohandesilva@mclarens.lk"
1412,"University of Washington Intramural Activities Building","3942 Montlake Blvd NE","98195","Seattle","Washington","U.S.A.","","husky.badminton@gmail.com"
1413,"Ramsey Student Center - Gym East","330 River Rd","30602","Athens","Georgia","U.S.A.","",""
1414,"Club 7 Charlotte","3424 Pleasant Plains Road","28104","Stallings","NC","U.S.A.","","info@club7sports.com"
1415,"WP Wagner","6310 Wagner Rd NW,","T6E 4N5","Edmonton","Alberta","Canada","",""
1416,"Vistara Sports","400 W vista ridge mall dr lewisvelle","75067","lewisvelle","Texas","U.S.A.","972-315-7495","tournaments@vistarasports.com"
1417,"Westenergiesporthalle","An den Sportstätten 6","45468","Mülheim an der Ruhr","","Germany","",""
1418,"Arena Porte de la Chapelle","Av. de la Prte de la Chapelle","75018","Paris","","France","",""
1419,"Sportarena ( Sportforum) Berlin","Weißenseer Weg 53","13053","Berlin","Berlin","Germany","",""
1420,"Pioneer Badminton","586 Territorial Dr Suite D","60440","Bolingbrook","Illinois","U.S.A.","",""
1421,"Arena Suwalki","Zarzecze Str. 26","16-400","Suwalki","","Poland","48791809315","polishu17@skbsuwalki.pl"
1422,"School of Public Health Gym 2101","4200 Valley Drive","20742","College Park","MD","U.S.A.","","info@umdclubbadminton.com"
1423,"Wilanów Sport Centre","Wiertnicza 26","02-952","Warsaw","","Poland","48516000508","sekretariat@pzbad.pl"
1424,"Collège St-Sacrement","901 rue St-Louis","J6W 1K1","Terrebonne","Québec","Canada","",""
1425,"Collège Saint-Sacrement","","","Terrebonne","Québec","Canada","",""
1426,"""Energiya"" sports center","""Energiya"" sports center Yeskaliyev str, 175","","Uralsk","ZKO","Kazakhstan","",""
1427,"Cerritos High School Gym","","","Cerritos","Ca","","",""
1428,"Forker 0175","2642 Union Drive","50011","Ames","Iowa","U.S.A.","",""
1429,"The Farm","2660 Vickers Drive","80918","Colorado Springs","CO","U.S.A.","",""
1430,"Complexe Sportif Saint-Raphaël","750 Jacques Bizard Blvd,","H9C 2Y2","L'Île-Bizard","Quebec","Canada","",""
1431,"Synergy Fremont & Menlo Park","","","Menlo Park & Fremont","CA","U.S.A.","",""
1432,"Ningbo Olympic Sports Center","Ningbo Olympic Sports Center","","Ningbo","Zhejiang Province","China","",""
1433,"Gospino Polje Hall","Liechtensteinov put 10","20000","DUBROVNIK","Croatia","Croatia","*385 91641 2223","rgaljer69@gmail.com"
1434,"Glacier Creek Middle School","2800 N Military Rd","53528","Cross Plains","WI","U.S.A.","",""
1435,"Multisport hall","Junacka 3494/8","83104","Bratislava","Slovakia","Slovakia","421905193404","sekretar@bedminton.sk"
1436,"HBB","43921 Boscell Rd","94538","Fremont","ca","U.S.A.","",""
1437,"Vantaa Energia Areena","Rajatorpantie 23","1600","Vantaa","Uusimaa","Finland","358442854179","ann-marie.lairolahti@sulkapallo.fi"
1438,"Smash","9586 Distribution Ave Suite E","92121","San Diego","CA","U.S.A.","",""
1439,"Académie Ste-Thérèse","425 Rue Blainville E","J7E 1N7","Sainte-thérèse","Québec","Canada","",""
1440,"Independence High School","617 N Jackson Ave","","San Jose","CA","U.S.A.","",""
1441,"MBC - BG","1362 Barclay Blvd","60089","Buffalo Grove","IL","U.S.A.","847-777-1050","events@mbadminton.com"
1442,"Club 28 Delaware","217 Lisa Dr","","New castle","Delaware","U.S.A.","9176316713","club28.usa@gmail.com"
1443,"Federación Nacional de Bádminton","Coliseo deportivo ciudad de los deportes zona 4","","Guatemala","Guatemala","Guatemala","50249704150","tecnicabadguate@gmai.com"
1444,"570A TELSER RD","","60047","LAKE ZURICH","IL","U.S.A.","",""
1445,"ISGD Gymnasium","730 South Alpha Bellbrook Road","45305","Sugarcreek","Ohio","U.S.A.","937 626 7101","shahidashraf74@gmail.com"
1446,"Sport Hall Marino Cvetković","Stubište Lipovica 2, Opatija","51410","Opatija","","Croatia","",""
1447,"Mountain Range High School","12500 Huron St","80234","Westminster","CO","U.S.A.","",""
1448,"Lao-Thai sport complex","Lao-Thai sport complex Beungkhayong Village, Sisattanak District, Vientiane Capital, Lao PDR","","Vientiane","","Lao","",""
1449,"Sports Hall of Agricultural School Complex","St. Suchowolca 26","15-567","Białystok","","Poland","+48 602 480 879","lenkiewicz@sportlen.pl"
1450,"Main Gym @ UCSD","","","La Jolla","CA","U.S.A.","8583196970","sungodbaddy@gmail.com"
1451,"New Hope Badminton Academy","1422 NJ-179","","Lambertville","New Jersey","U.S.A.","",""
1452,"The Crane Chinatown","1001 Vine St","19107","Philadelphia","PA","U.S.A.","9176316713",""
1453,"Athletics Arena","Liepų al. 4","LT-35111","Panevėžys","","Lithuania","37067622440","info@badminton.lt"
1454,"“Almatau” Sport Center of Mountain sport and recreation resort","“Almatau” Sport Center of Mountain sport and recreation resort Kazakhstan, Turkestan region, Akbastau village.","","Shymkent","","Kazakhstan","",""
1455,"ELITE BADMINTON CENTER","33540 CENTER AVE","","UNION CITY","CA","U.S.A.","5104313130","EBCCHARITY2023@GMAIL.COM"
1456,"Salle Metropolitaine de la Trocardière","91 Rue de la Trocardière","44400","Reze","","France","33652306686","contact@nantes-international.fr"
1457,"Complejo Deportivo Bicentenariojohnson","Av. 97 Salvador Feo La Cruz Norte Sur, Naguanagua","2005","Valencia","Estado Carabobo","Venezuela","584126158340","jordan15032011@gmail.com"
1458,"Bellevue Badminton Club - Renton","846 Lind Ave SW SW","","Renton","WA","U.S.A.","",""
1459,"Sports Center ""Slana Bara - Klisa""","Sentandrejski put 106b","","Novi Sad","","Serbia","381653481154","events@badminton.org.rs"
1460,"Forth Worth Convention Center","","","Fort Worth, Texas","","U.S.A.","",""
1461,"Bulgarian Junior Open Championship","Sport Hall ""Vasil Levski""","","Pazardzhik","Pazardzhik","Bulgaria","35929867781","badpz69@yahoo.com"
1462,"GOR AMONG RAGA","GOR AMONG RAGA Semaki, Kec. Umbulharjo,","55166","Yogyakarta","","Indonesia","",""
1463,"Gymnasium Champ Fleuri","8 rue Christol de Sigoyer","97400","Saint Denis","","Réunion","262692713818","reunionopen@gmail.com"
1464,"Salle Bellegrave","Av. du Colonel Robert Jacqui","33600","Pessac","","France","+33 7 49 37 44 40","future.series@lnaqbad.fr"
